 a b c     1.00000000       2.00000000       3.00000000    
   2.00000000       4.00000000       4.00000000       90.0000000       0.00000000       13.0000000    
   4.00000000       8.00000000       5.00000000       90.0000000       10.0000000       13.0000000    
   8.00000000       16.0000000       6.00000000       90.0000000       20.0000000       13.0000000    
   16.0000000       32.0000000       7.00000000       90.0000000       30.0000000       13.0000000    
   32.0000000       64.0000000       8.00000000       90.0000000       40.0000000       13.0000000    
   64.0000000       128.000000       9.00000000       90.0000000       50.0000000       13.0000000    
   128.000000       256.000000       10.0000000       90.0000000       60.0000000       13.0000000    
   256.000000       512.000000       11.0000000       90.0000000       70.0000000       13.0000000    
   512.000000       1024.00000       12.0000000       90.0000000       80.0000000       13.0000000    
   1024.00000       2048.00000       13.0000000       90.0000000       90.0000000       13.0000000    
